video-frame,media_orizzontale0,media_verticale0,media_orizzontale1,media_verticale1,media_orizzontale2,media_verticale2,media_orizzontale3,media_verticale3,media_orizzontale4,media_verticale4,media_orizzontale5,media_verticale5,media_orizzontale6,media_verticale6,media_orizzontale7,media_verticale7,media_orizzontale8,media_verticale8,media_orizzontale9,media_verticale9,target
1_1_1_12_30_1_m,13.663333,-31.671482,-7.573356,-30.677294,-8.404763,-39.57098,15.849185,-25.670092,15.590828,8.5922165,30.561323,-22.479868,-2.1917546,-34.205402,-11.695649,-36.072895,-4.799069,-23.287352,7.67092752456665,-49.21959686279297,1
1_1_1_16_25_4_m,-10.454116,-60.66202,-28.229021,-31.191174,1.253574,-10.0001335,6.9262633,-11.254137,7.0923667,0.63250667,32.76004,-10.578773,-20.394657,-70.861336,-29.29361,-42.667614,11.207241,-36.293972,14.542289733886719,-14.267087936401367,1
1_1_1_16_25_3_m,-55.95943,-35.920265,-43.436993,-50.78263,-41.883526,-77.1925,-37.542213,-34.08985,-27.255032,-34.34021,-43.89525,-36.8247,-37.15157,-65.832,-37.32932,-80.599174,-23.778442,-89.3747,-17.338220596313477,-59.38505554199219,1
1_1_1_13_25_1_m,11.979081,-16.440601,11.7817,-7.723573,13.449404,-4.6832356,12.362616,-3.0097187,2.349332,4.1517024,7.967231,-2.4020214,15.257563,-8.199551,8.8113985,-6.623763,3.9708781,-11.835918,12.073803901672363,-6.223875522613525,1
1_1_1_13_25_2_m,-2.9805698,7.7858973,-3.0580258,13.344486,-7.938095,18.185318,-7.348798,13.444208,1.3891696,0.26660383,-5.085496,11.872501,-7.908673,10.278767,7.411645,18.872269,-0.93081194,26.399324,-1.939022421836853,14.879067420959473,1
1_1_1_12_30_3_m,-3.0910451,28.086388,1.4120885,2.4681873,5.595944,15.178538,-8.432469,22.926537,-6.2623515,28.76066,-1.9137334,11.3906975,5.094879,12.367465,-7.524777,21.806719,-2.203771,17.538868,0.9744027256965637,23.923999786376953,1
1_1_1_16_25_2_m,-12.918362,18.088755,-12.243715,52.780376,-4.9801483,51.375607,2.6683576,56.32321,14.882781,63.496193,-24.85813,49.070526,-5.7647066,101.32319,4.497875,59.509457,1.3147053,33.81228,5.740642547607422,40.090118408203125,1
1_1_1_12_30_2_m,-6.650827,-19.497372,-17.69961,-10.837611,-11.984782,-20.294329,-17.394232,-9.347081,-13.608878,-14.445588,-19.490723,-23.355703,-8.122826,5.072812,-5.6374373,-17.748077,-11.709482,-7.6595345,-9.946634292602539,-13.036212921142578,1
1_1_2_21_25_4_m,-9.334646,-14.476222,-5.6187944,3.5845773,-3.7942395,2.5274804,-5.2440033,1.630939,-8.533262,0.3544812,-9.753078,4.941271,-13.227462,6.43058,-2.4186149,3.2503083,-5.845376,-12.140835,-6.615925312042236,-0.5437401533126831,1
1_1_1_12_30_4_m,-5.125261,-9.574178e-05,-2.157114,1.534504,0.965645,1.1240445,-4.0702868,3.5670083,2.4043906,-0.20001945,-8.272409,-2.0095434,-7.4604053,3.3740864,-0.87394387,4.248127,-4.71019,-4.6601915,-1.6276196241378784,-0.1612626165151596,1
1_1_2_21_25_3_m,-2.2727618,-0.046474673,-3.1050532,0.8818073,-3.9044075,2.9050064,-7.170612,4.609418,-7.0349145,1.6710448,-6.9819074,3.933829,-4.2143364,-0.73865235,-4.5961447,-1.0934079,-0.20066924,2.090686,0.006069563794881105,-5.765807151794434,1
1_1_1_13_25_4_m,-0.67056346,2.0649045,5.903423,7.578324,4.7890234,-0.32148126,3.460548,-1.2771215,4.807713,3.5778947,3.088488,-1.5180702,-0.32747677,5.3307395,1.6529158,6.646103,0.6085457,6.8161736,0.46528008580207825,5.431535243988037,1
1_1_1_7_30_2_m,11.047299,-1.5755972,-2.7891214,-7.4458675,-5.2447824,-4.858645,-0.3858264,2.73633,-10.256305,1.8557067,-6.049098,-19.963264,10.756905,13.4187155,10.0862,12.479236,3.8461425,6.9992986,22.631399154663086,7.115462303161621,1
1_1_2_21_25_5_m,-0.5728737,-6.66922,-0.5399248,-8.745877,-2.9922562,-6.9983788,-0.055062044,-6.631276,0.04352014,-6.5103917,1.0351363,-9.426377,1.151782,-6.753463,2.276669,-10.191907,0.55271703,-10.90727,-0.5573764443397522,-5.986945152282715,1
1_1_1_13_25_5_m,8.039574,3.6499047,1.6222793,5.5496883,12.260587,-5.569044,13.923799,-18.90253,-1.2972676,1.6579477,15.979665,3.246571,9.385552,-9.011475,6.8746676,-9.149473,3.886051,4.797093,6.127809047698975,5.289102554321289,1
1_1_1_12_30_5_m,21.522264,-25.405441,11.526827,-28.028217,-7.6576085,-53.40453,13.2585335,-23.954147,11.966144,23.780514,26.662006,-13.981729,26.252123,9.7709675,15.628103,-20.254433,15.699038,-24.36077,7.033219814300537,-17.65521240234375,1
1_1_1_16_25_1_m,10.373652,-96.326805,7.574169,-91.0047,15.934202,-66.67624,21.261814,-91.07685,8.676407,-104.34664,30.093727,-104.02566,35.689034,-103.49786,25.370737,-64.54447,23.379427,-111.411674,-13.950658798217773,-67.33944702148438,1
1_1_1_13_25_3_m,2.5482726,-6.2103653,-5.132391,-5.2093544,-1.1669034,-2.9461768,-1.818829,-7.6429596,-3.3720477,-7.0535593,-4.7407727,-6.4334006,-0.7882328,-5.607276,0.38057333,-8.171341,5.0511484,-2.9942145,5.028069972991943,-9.097467422485352,1
1_1_2_21_25_2_m,-5.682252,3.4807682,2.1469073,0.101672195,-0.32542512,-2.0901823,-4.844107,-1.2407591,4.552029,1.2703183,0.79770625,0.43933985,2.1721222,7.9939656,0.6817056,-2.0599115,6.3119435,5.7632017,-2.0635790824890137,-5.036291599273682,1
1_2_2_12_25_2_m,18.534925,20.658066,21.844347,23.927195,22.427223,6.4888253,23.677017,14.216179,26.94218,24.858194,10.7144985,8.972027,10.481432,3.2055817,25.42677,-16.318466,28.71286,2.1953003,11.386157989501953,-10.895694732666016,1
1_2_1_13_30_5_m,-1.7599565,5.6482725,7.124253,-12.369613,6.772325,-13.898988,9.207173,-16.311274,13.221226,-14.46904,6.006447,-10.3947525,-1.1702057,-8.780483,1.756097,-2.6777453,3.7640193,-9.032827,5.412601470947266,-12.215789794921875,1
1_2_2_9_30_3_m,-0.34003782,0.5850359,-0.5862775,1.8432152,1.3718972,3.5944102,1.3563033,0.93967485,1.7823284,2.7739697,0.28349772,2.2955852,-0.6806584,-0.199689,2.321793,1.8709525,4.3193154,3.4403274,2.3307254314422607,2.8033742904663086,1
1_1_1_4_30_1_m,-33.360355,-16.345304,-14.592707,30.84341,-13.647384,1.4162834,4.198319,-14.5789795,-11.50142,-21.23778,-20.407104,31.464626,-34.87561,51.72529,-1.9741858,44.090347,-16.337227,-15.183885,-19.303327560424805,22.50273895263672,1
1_2_1_15_25_3_m,25.603569,-4.6073327,29.08584,-3.3938122,31.974258,4.793334,28.400227,-6.6934958,40.570793,-1.8596642,39.435905,13.939418,32.94668,7.8179326,11.767891,-3.886659,19.783104,0.81616986,25.10536003112793,12.87279987335205,1
1_2_2_12_25_3_m,-3.6854033,17.026886,-1.618728,18.131998,3.5258095,8.712303,2.3246047,10.990885,-0.20133458,11.322782,-0.37536758,9.106427,-0.17449832,16.55946,-1.0598819,4.767129,-3.9667556,3.5091712,2.9403510093688965,6.238298416137695,1
1_2_2_12_25_5_m,3.3782272,-17.661076,4.9551644,-7.2060323,-7.2116656,3.211193,-9.792896,4.59135,-11.151147,1.5858971,-6.7303557,-14.134679,-12.540982,-27.766136,-44.90941,-9.366207,-22.00384,-23.634363,-15.181361198425293,3.5826492309570312,1
1_2_1_13_30_2_m,11.277318,-0.14478555,11.367461,-4.321344,9.262118,4.002935,10.084508,0.23738502,8.70584,0.47328985,9.273756,-1.1540974,8.676613,2.652226,10.279321,-0.5428027,8.455879,0.30091253,9.081507682800293,-5.600301742553711,1
1_2_2_2_25_1_m,-6.75454,0.85069627,-8.344244,-11.178671,-2.1689398,-1.5980363,-2.63841,-5.4364705,-22.703573,8.731961,-24.482622,1.5884227,-16.509708,14.408533,-26.052088,3.8849695,-25.401237,10.90443,-28.25263786315918,5.7937798500061035,1
1_2_2_10_24_2_m,6.765864,18.736729,0.762184,0.74044174,-15.112367,26.153769,-10.934825,38.30122,-1.2526398,22.990417,-1.1066564,7.968103,2.6002922,14.751669,-7.2018356,29.389105,-12.276944,18.676573,7.335224628448486,1.7027533054351807,1
1_2_2_12_25_1_m,1.7857536,16.630892,5.367664,21.71518,1.8845907,6.379482,1.158438,38.869656,15.538414,2.6495075,21.987108,-2.518834,31.986403,11.455616,26.71653,6.761196,9.881498,-4.4258013,-10.95125961303711,-19.69060707092285,1
1_2_1_13_30_4_m,6.4003835,32.63051,5.1521115,20.104176,2.8897417,16.11742,3.728892,2.0387545,7.085699,13.918409,4.1480327,9.709577,2.4687574,40.269825,6.725623,16.616302,7.469431,14.799175,-1.017069935798645,28.683015823364258,1
1_1_1_4_30_5_m,-24.762787,-4.159759,-48.682934,84.472084,-51.270493,20.142942,-54.803238,-51.31392,-35.088245,-98.05938,-33.32115,-106.70853,-35.320587,30.499369,-32.404816,49.832947,-16.420656,43.293858,-3.4987125396728516,-80.32394409179688,1
1_2_2_10_24_5_m,0.06713738,-11.766573,6.7291803,-15.137542,-1.826616,-10.1040945,2.5990417,-12.985968,1.9940422,1.5490521,-5.6209717,6.5316496,-5.042033,-1.9872332,-11.315589,-5.443314,-10.095671,2.1393423,-6.949841499328613,-2.715986490249634,1
1_2_2_17_25_5_m,3.923625,18.854609,-12.363135,10.284035,6.967761,1.9766128,10.237346,12.284289,-0.48022294,14.350593,9.903866,-0.68243223,13.898699,0.6525672,1.3907473,5.091016,-4.3598166,-35.564075,-4.5324625968933105,-9.386504173278809,1
1_2_2_13_30_4_m,1.2305933,11.553791,7.697552,-9.763152,8.467303,-0.5230175,-4.808367,-0.5809997,0.06569552,2.499929,-4.424018,13.497577,-4.438079,15.669767,-2.4494727,-8.810707,1.0327598,2.8036776,-11.159873962402344,-4.645525932312012,1
1_2_1_15_25_2_m,-3.1489558,-20.763586,-16.564167,16.421999,21.255482,-18.418497,-17.63814,6.463383,2.8163295,12.21955,22.034021,-22.661886,-11.690921,3.0747643,-3.4361007,-9.751769,24.512373,-20.396858,15.145298957824707,-22.096410751342773,1
1_2_2_13_30_1_m,0.4377821,0.96647954,0.0102207,1.2365347,0.6138133,0.14985275,1.2749665,0.10750242,2.7088978,0.6635983,2.3366365,-1.1082803,4.5983334,1.408555,6.142716,4.1098247,-2.3530085,2.400369,4.238593578338623,1.8612881898880005,1
1_2_1_13_30_1_m,2.5081618,-6.8607635,-1.671266,-7.614355,3.7064807,-6.833676,-3.1189299,-10.921879,-5.847414,-6.3563366,0.7022703,-11.287122,-7.5984716,-5.5995417,-5.892345,-7.6577024,-9.069949,-7.817532,-6.791201114654541,-9.461576461791992,1
1_2_2_2_25_3_m,-5.0894074,-7.187305,0.9822714,-5.652363,-16.43669,-13.302739,2.4833634,-10.207457,5.219214,-4.1141534,1.3584408,2.1517234,3.1533525,7.1141768,-6.3559113,8.17943,-0.40824884,5.1229796,-2.8903703689575195,3.5073540210723877,1
1_2_1_15_25_5_m,10.919378,4.1215916,9.935723,-35.66193,1.576377,-42.509758,11.265273,-29.23839,-8.978886,-29.195766,8.848854,-27.654165,-1.8860928,-30.429657,-7.996602,-22.041185,0.49471644,-7.4789295,-11.205245018005371,-16.227243423461914,1
1_2_2_2_25_5_m,10.750101,1.767542,2.832317,8.232728,8.259859,4.981738,9.062349,14.752789,9.7830305,8.460055,8.848817,2.263676,10.4855795,-6.1910567,17.335905,-6.4203453,6.6924644,-9.819251,2.046837091445923,2.7029595375061035,1
1_2_2_13_30_5_m,-2.5333755,-1.2262955,3.1744576,-6.1389356,0.81760144,-7.142552,0.15087453,-16.168795,4.0575714,-16.97697,2.2861714,-7.090192,2.1630702,-4.0405746,1.7990766,-6.1973457,-5.555804,-1.4516543,1.5014750957489014,-6.509459495544434,1
1_2_2_9_30_2_m,0.3083094,0.47211614,0.22832893,0.8397311,1.6251519,-0.009623834,0.2253111,0.9524497,-0.0010078799,0.28287932,0.1382504,-0.107896045,-0.121687256,-0.40609875,1.365278,0.1684147,0.3138197,-0.3685656,0.5215210914611816,-0.6467298269271851,1
1_2_2_17_25_1_m,-27.346113,-52.544727,-43.703632,-38.89503,-36.69417,-59.586845,-49.530457,-46.703003,-39.726254,-38.37543,-45.69171,-18.908302,-16.247952,-18.758247,-45.5048,-42.83514,-45.198418,-29.820581,-37.145503997802734,-29.838651657104492,1
1_2_2_12_25_4_m,-11.622051,-15.909452,-3.1954927,-8.80051,-24.720308,-20.596354,-23.501724,-13.962756,-21.365627,7.040028,-28.864302,-18.255417,-33.0044,2.7369328,-24.161865,26.69809,-27.085989,-27.061214,-19.374279022216797,5.879366874694824,1
1_1_1_4_30_2_m,5.224102,-67.51749,-8.595311,-56.906643,7.0368156,-52.2078,8.323404,-18.775715,24.17405,-45.56472,23.849934,-58.68933,-2.9544804,17.57966,9.933955,-31.375296,-5.337315,21.827461,12.414684295654297,20.72580337524414,1
1_1_1_4_30_3_m,57.961662,71.93407,60.04526,82.38593,20.964987,41.70411,19.106075,66.01929,72.73593,95.23954,-3.3173797,48.471027,28.812641,50.57572,50.741276,87.82348,25.261566,16.414589,15.089377403259277,68.22512817382812,1
1_2_2_10_24_3_m,-0.36228994,-0.10781384,-1.7539564,-0.54839694,-0.687617,-8.71393,-2.462853,2.3785942,-2.4746034,0.5777158,-4.416856,1.1260444,-1.2165395,-0.6231101,-2.6866367,-0.10787207,-1.0651977,-5.5544086,-6.490861892700195,2.3933136463165283,1
1_2_2_10_24_4_m,-6.7277355,-6.418162,-23.217817,-2.6157656,-21.245981,1.9128988,-12.605947,-2.9591084,-20.41134,-0.650471,-3.1280122,4.182446,-10.761994,-9.252172,0.542341,-10.100173,-8.770923,-6.6166763,-17.99659538269043,-8.348167419433594,1
1_2_2_9_30_4_m,-0.3160084,0.71084476,-0.13852341,0.7663032,-0.24247362,0.1512938,-0.5789412,1.0710608,-0.5616808,0.55524826,0.1703758,0.046447214,1.0870376,-0.466401,0.64076966,0.3392512,1.2284168,0.03059371,0.5011770725250244,-0.21057195961475372,1
1_2_2_10_24_1_m,3.9160879,-8.819651,-2.544174,-4.4827857,-8.986273,-4.8769474,5.381915,-12.255843,2.1544526,-5.6745014,-11.015694,-4.9539156,8.866121,3.2725203,-5.440154,-9.112857,7.955144,-9.881814,-8.198229789733887,-5.7912774085998535,1
1_2_2_13_30_2_m,-8.403356,2.1545978,-4.317515,0.092251524,-6.1394467,6.102481,-6.1639175,15.548011,0.4742714,7.097161,-9.85191,8.037808,-11.009528,-21.565035,-7.299363,-0.6356307,-4.7407,-8.925547,-12.530020713806152,-14.331255912780762,1
1_2_1_15_25_1_m,-3.5582173,-24.4948,-3.1552973,-29.256905,1.6583909,-18.609262,6.2240915,-23.939741,3.9256306,-21.203167,-4.5970654,-5.175593,-12.199852,-14.172319,1.5281744,-25.102734,-0.97269535,-29.346037,-0.6072798371315002,-20.714929580688477,1
1_2_2_9_30_5_m,-0.6506597,-0.41472954,-0.03648723,0.15566845,0.31311756,-0.12797326,0.92061985,-0.5700095,0.9030653,-2.050138,0.59776336,-0.26947138,0.5322017,0.15848675,1.4175209,-2.0693944,-0.02699232,-0.741239,0.12231636792421341,-0.18086250126361847,1
1_2_2_17_25_2_m,1.7199099,-6.9897637,-21.933771,5.8669004,12.362976,8.1998415,3.2345388,0.4749173,9.163475,4.262854,22.717066,-6.0755205,25.694674,1.0861572,2.385696,-34.47668,12.100225,-16.498363,20.465089797973633,8.670363426208496,1
1_2_1_15_25_4_m,-1.9788303,3.3976963,-1.1499104,5.371724,1.7012148,-15.310415,-4.74051,-1.1513451,1.8688071,-1.717639,-3.0940092,-11.603846,-1.2258319,-5.871536,2.8321366,1.8728081,2.9654326,-0.6184899,4.143902778625488,-4.954000949859619,1
1_2_1_13_30_3_m,10.001995,2.6861305,1.3171885,0.4556589,5.9753003,0.8364293,-3.6330273,2.1398354,4.222807,0.4810421,0.5175784,3.4797926,6.0257483,2.0072796,3.64154,4.840466,0.97961795,0.38435644,3.515180826187134,-7.742534160614014,1
1_2_2_2_25_2_m,-0.19546746,-10.599211,1.3613894,-14.749122,-11.310452,-8.349219,-12.619184,-5.850886,-8.6828165,-1.8448762,-13.65269,-11.653235,2.171363,-15.661626,-5.947644,-9.607646,-7.9329934,-23.001883,-13.056527137756348,-15.024200439453125,1
1_1_1_4_30_4_m,-8.417977,-52.277245,1.6703857,-36.327404,-0.3169668,-77.46765,-12.029323,-67.24803,-13.927601,-48.540863,-22.818909,-49.093025,-1.9078966,-64.38756,-34.364716,-43.23102,-5.5865426,-60.596336,17.714815139770508,-45.780296325683594,1
1_2_2_13_30_3_m,1.6896973,-26.673573,6.042954,-18.292904,10.823859,-6.4679146,19.224005,-7.2080293,0.43694103,-17.438162,9.808424,4.172201,9.624911,-11.021213,3.3436112,-11.837041,-6.398409,-5.5630183,-1.2362565994262695,3.0538923740386963,1
1_2_2_17_25_3_m,-4.782628,-7.6556873,-6.428399,-9.358616,-22.19854,-6.384523,-2.775367,2.2481165,-13.068348,0.393712,-15.310585,-9.920595,-13.669962,-24.83145,-17.843699,-33.441654,-15.975816,-6.740876,-11.417722702026367,-17.347524642944336,1
1_2_2_2_25_4_m,-3.6897466,24.450642,2.613474,-13.689152,6.3973694,-16.456099,1.0807552,-9.279598,-9.481426,-7.6756306,-17.623775,-12.812563,-12.662523,-8.89285,-3.0368078,-7.634626,-1.6802875,-0.42198732,-2.2497503757476807,-20.885221481323242,1
1_2_2_17_25_4_m,-1.8071969,-4.8282213,-1.8495252,3.8796825,33.710384,-21.70011,50.121307,-21.660446,48.30499,-24.426865,-0.31180072,-14.822106,9.216251,-2.431719,1.7978101,-0.7297271,5.781639,2.1187525,5.363034248352051,-12.936182022094727,1
1_1_1_16_25_5_m,-51.101673,-50.751392,-11.924334,-64.72237,-22.58341,-47.618362,-69.49975,-38.230247,-52.616653,-75.50226,-38.285805,-60.432224,-64.06096,-27.031553,-52.841778,-38.242954,-30.604713,-57.88364,11.23626708984375,-86.21692657470703,1
1_2_2_9_30_1_m,-0.48707423,0.2671465,0.11098193,0.65347344,-0.25294623,2.2521567,-0.19992733,0.7722328,-0.0668049,0.9193801,-0.67380774,1.2010394,-0.072534725,1.1607391,-0.5214858,0.2865697,-0.22675104,0.97954595,-0.08473034203052521,1.208105206489563,1
1_2_1_10_25_3_m,9.414187,-10.876045,9.093853,-5.190718,5.871399,-10.085759,3.6608477,-7.467685,11.103525,-5.0525346,4.2122283,-7.370508,-5.7637873,2.380631,1.6150804,-3.3345838,13.576654,-15.819295,-5.459168910980225,-8.356485366821289,1
1_2_1_10_25_2_m,-3.3864667,-15.57603,-7.301332,1.9298457,3.0915322,-13.331381,-2.1830847,-7.544762,-9.668187,-16.211323,-11.809595,-22.09492,-3.2869198,-17.62431,-6.2733474,-2.3091142,-6.6930113,-7.665347,-0.8032186031341553,-1.235111117362976,1
1_2_1_12_25_2_m,8.29448,-1.5807539,3.5026853,23.688261,-3.2951353,17.509747,-5.9107494,7.6929226,13.592556,17.079855,4.4234486,6.380287,-9.9792,7.70778,-6.676428,4.7557073,-8.942405,20.245329,8.791937828063965,9.740293502807617,1
1_2_1_9_25_5_m,-0.9133373,0.9075685,1.4449254,-5.4313474,0.26723617,-6.362549,-0.15907663,1.0696664,-0.93174696,0.48747087,-7.253218,6.066705,-5.964307,2.648618,-2.9805343,-6.710691,-2.6278179,-7.153683,0.21925076842308044,-3.1741130352020264,1
1_2_1_7_30_1_m,-26.363434,12.356975,-5.4530816,12.5376,-4.3124104,-10.177894,-16.105223,10.73417,2.6185308,-2.7323322,33.168987,-2.6882322,8.974633,0.92025214,-31.971788,7.9415,-21.648882,0.34198707,-22.828805923461914,20.448583602905273,1
1_2_1_12_25_4_m,-12.035339,0.577212,-11.103066,9.885416,-0.20379052,-9.264401,1.6684194,-6.314756,-3.6827137,5.9721894,2.5586743,12.524102,0.9952721,2.1596549,1.26892,2.4544656,-1.1494036,-21.295113,-3.1161036491394043,-9.40237808227539,1
1_2_1_11_25_5_m,19.836744,2.2052226,16.670336,11.199598,13.384109,7.830211,14.201791,21.769157,21.8236,17.687103,7.7356844,7.6257825,18.201414,12.432929,-0.36934626,0.4052642,0.2858435,9.632749,7.8158159255981445,8.465246200561523,1
1_2_1_11_25_4_m,2.4880013,-7.109438,5.480207,-7.040495,0.2618707,5.679716,-7.92408,12.655126,-3.0629041,3.4485235,-2.3004727,-11.942463,-1.0105307,7.610826,0.16789028,4.94599,-2.523943,-3.9666436,-8.945704460144043,7.311228275299072,1
1_2_1_11_25_2_m,7.105759,-4.1600456,0.69222146,-9.377576,-1.4525243,-6.181952,11.258625,-13.253531,0.22421084,-12.518234,13.192057,-6.9842577,10.70564,-0.20371753,1.8773452,7.4696326,0.879856,1.0628539,2.2258009910583496,4.420804500579834,1
1_2_1_12_25_1_m,-11.604048,-6.8711314,7.2709074,-2.8087718,-1.7800024,-27.243782,4.5088434,-10.163724,-10.079424,-12.96107,1.9335508,-3.192945,1.8360853,-4.3821836,13.309972,0.29389882,-12.692557,1.5427972,-0.2652621865272522,1.0202523469924927,1
1_2_1_18_30_3_m,-8.160318,7.3735886,-20.896734,31.352213,8.556123,2.1070507,-0.70017654,10.475606,-1.886957,7.3657064,0.8283925,6.0408416,3.324392,4.513321,1.7007799,-2.2590475,-3.1448836,-14.47877,2.357917070388794,-13.927550315856934,1
1_2_1_10_25_5_m,4.1670165,-10.656013,0.20343564,-9.659179,-7.9970074,-17.79634,-3.3494627,-22.890379,-9.138042,-30.316397,5.2039504,-13.566322,0.9825826,1.6160856,5.114033,-7.779896,-1.9894747,-19.02038,-0.8009469509124756,-22.818708419799805,1
1_2_1_18_30_2_m,-3.5435884,10.480888,-12.777265,48.80845,-0.5887841,12.159229,-18.605673,18.677715,-15.759616,31.188564,-4.5145593,28.609495,-9.96119,38.340828,-8.416511,31.707762,-21.38534,18.276756,1.893351674079895,30.19995880126953,1
1_2_1_18_30_4_m,-3.5934558,-6.9189186,-1.0358163,5.373093,6.2630477,6.979245,1.2312554,7.4993067,-1.5774037,-7.657217,2.3333654,-0.39630803,-2.1340432,3.1979198,-0.39626077,4.710555,-1.1392045,-1.6458455,3.829472064971924,-1.744792103767395,1
1_2_1_12_25_5_m,13.1308565,0.120384134,5.229957,-10.03524,-13.677305,-3.7702446,-3.7652867,-13.361732,45.478096,-23.253,27.118906,-12.424352,28.340254,-7.785594,-6.555293,-23.294384,32.72961,-10.706943,24.219635009765625,-6.009746551513672,1
1_2_1_8_25_3_m,0.485503,-15.932288,-25.33883,12.647339,2.7558644,1.6220031,-1.1755288,4.3098583,-8.642054,22.464045,-13.306317,-23.109701,-39.130135,-19.264143,-2.042834,20.059925,11.647758,18.213684,13.504523277282715,29.98303985595703,1
1_2_1_9_25_1_m,4.2895617,-11.410675,3.7973514,-12.912889,7.6382256,-11.600781,1.4519739,-8.705836,-0.2146109,-16.534044,-0.9934207,-14.040089,0.21427347,-9.023412,1.3345134,-7.179647,1.1063094,-18.427137,-0.8888678550720215,-1.5325334072113037,1
1_2_1_4_25_2_m,-2.2058682,-3.933469,-1.0947235,15.475195,-9.031855,7.6604576,-1.5849321,5.262604,-3.506075,0.76219684,-0.053554527,10.37085,6.722521,-0.51751447,-2.6078725,4.799072,-1.2429396,5.406585,-8.892749786376953,7.532320976257324,1
1_2_1_11_25_1_m,-2.4126446,1.6312816,-6.892843,6.3900733,-0.96168107,0.33773044,0.16312248,9.729437,2.938862,5.482795,-1.7459313,6.6445932,3.5260577,2.1040132,-2.7116127,7.51003,-0.9608758,10.828658,2.5911946296691895,-0.6833109259605408,1
1_2_1_12_25_3_m,12.11802,-1.3152593,12.361851,-5.8700395,12.884457,24.540161,23.377876,0.90986806,4.593048,-17.970304,2.2027407,-13.972871,6.358929,-10.608746,9.01347,-7.228052,15.825302,-4.163604,4.894958972930908,-9.023879051208496,1
1_2_1_8_25_5_m,21.37688,5.7999187,-12.065964,-1.8489349,-20.8518,10.8984,-7.8432403,0.18975082,-0.24694505,-3.2428327,-15.912515,5.8737073,-2.93635,16.30933,21.211725,11.328832,15.52741,13.953674,4.229857444763184,13.627754211425781,1
1_2_1_7_30_3_m,-17.68341,21.31623,18.727211,21.547726,3.5097635,23.616198,3.8011389,29.653044,-22.272371,30.11183,30.99833,30.052496,-2.1478798,35.196003,4.1633987,42.006485,13.177116,48.64223,-45.8597412109375,52.4683723449707,1
1_2_1_11_25_3_m,12.398689,1.8749882,9.811932,16.37394,21.351728,7.540532,7.196189,18.772573,6.787042,12.938282,7.03673,10.828054,9.194867,11.234304,13.1515875,4.756653,11.872516,15.977476,15.641891479492188,1.3906428813934326,1
1_2_1_4_25_3_m,4.4439507,3.5494597,13.23651,-29.235847,25.4766,-14.930708,23.694164,-2.9563615,25.378174,6.4373946,16.857594,-32.844193,30.594915,-52.925125,10.299688,0.47427917,20.871473,-29.084784,16.306835174560547,-35.172096252441406,1
1_2_1_4_25_5_m,-10.155088,-5.818572,-11.701624,-23.779404,-6.707809,-29.252876,-2.582815,-37.376133,3.4009173,-37.102695,2.7053127,-21.52337,-15.467079,-28.517616,11.007951,-27.201721,-16.703592,-20.181341,4.229564666748047,-8.284334182739258,1
1_2_1_7_30_5_m,-2.1809278,-14.254676,4.9888754,-18.721138,-5.7593665,-64.530624,21.187927,-11.08997,19.332754,-11.545586,15.882167,-12.084828,5.2260942,-12.407291,-3.038971,-33.550495,1.6425409,-32.247795,33.90821838378906,0.4889961779117584,1
1_2_1_7_30_4_m,6.8237796,35.632366,-16.887218,28.126333,8.353458,27.225725,9.54273,13.183298,-17.659815,-15.970393,-10.0135975,-38.450596,-17.562153,21.802523,5.796281,33.206337,8.49089,26.017502,-8.153775215148926,25.01706886291504,1
1_2_1_18_30_1_m,-0.6927379,-6.3573384,2.2819126,-0.115986064,6.204769,-8.08269,2.2269409,-2.1789026,3.5978336,0.49107227,-2.790575,-1.7462251,0.3622397,0.40632,0.34433308,-6.2197137,0.036336154,-1.5281041,4.836297035217285,0.28866130113601685,1
1_2_1_8_25_2_m,12.4178915,-4.7205167,28.759748,-0.2907331,42.152287,11.084162,39.864574,-20.882227,26.646828,6.9231668,24.281258,-5.28231,33.48258,5.1914325,50.143215,6.325902,36.328506,10.307265,22.50864601135254,1.6568340063095093,1
1_2_1_4_25_4_m,3.8617125,-18.721294,5.5053005,-20.557392,2.279955,-14.394236,-17.917418,-6.674836,2.0977027,-5.174518,-0.7936629,-3.006137,16.633686,4.0254216,10.645995,-2.711205,1.8672199,-8.942509,4.944765567779541,-15.50171184539795,1
1_2_1_7_30_2_m,-0.6241787,20.0605,-23.579445,2.8613632,-12.87559,23.989458,0.7493638,29.689241,-28.04539,32.297382,1.4123403,17.217491,14.942225,-25.677343,12.165369,-2.8139555,-11.642533,20.903877,-22.356700897216797,22.54793930053711,1
1_2_1_9_25_3_m,9.760247,1.7163467,7.0568123,5.850554,5.5474977,1.6615479,9.927313,1.6568785,6.4568915,-1.9625698,9.196054,9.892037,7.9820476,2.9006097,5.3316407,-0.8183718,16.955265,-2.410037,6.331160068511963,-4.963571548461914,1
1_2_1_18_30_5_m,-2.505311,-0.22668844,-0.6377638,2.2720008,-0.4694029,-0.46624064,-1.9339223,10.910037,-1.5584633,3.501996,-4.93935,2.195364,-2.4193857,2.1111002,-0.5091356,6.416202,-1.1745827,-0.16899835,-6.345456123352051,2.089310646057129,1
